7,0,0,0,11,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,458,0,0,0,0,24,0,2,10,4,3,0,27,1,0,0,0,45,5,15,0,12,5,2,9,49,0,0,0,0,27,0,0,0,34,3,8,0,0,7,3,0,0,0
0,1,0,0,1,15,0,0,0,3,0,0,0,9,4,2,7,3,0,0,0,6,0,15,0,0,15,8,4,4,0,0,0,0,28,1,0,2,1,4,8,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,2,0,0,5,7,0,4,2,91,6,0,7,3,0,0,0,6,1,55,0,1,0,0,0,11,0,0,0,0,23,0,0,0,12,0,1,2,0,11,0,0,0,0
0,0,0,0,13,0,0,0,0,48,0,3,5,0,2,10,0,4,6,0,0,16,0,0,0,0,12,0,2,6,0,0,0,0,5,0,0,29,0,0,4,6,0,10,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,19,4,10,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0
0,0,0,0,7,0,0,1,1,0,0,40,42,9,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,3,0,0,0,0,0,0
0,2,0,1,9,1,0,0,2,23,0,0,14,511,10,0,0,7,0,0,0,27,3,61,0,17,6,2,5,19,8,0,0,0,39,8,0,0,64,7,2,8,2,22,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,45,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,5,0,1,2,1,3,0,0,0
0,0,4,0,0,3,0,2,0,1,0,0,4,3,1,0,6,24,0,0,0,3,2,2,0,2,5,0,0,3,0,0,1,0,8,0,0,3,4,0,3,2,2,3,2,0,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,16,0,18,0,0,1,0,12,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,9,0,0,0,0
0,0,7,0,3,0,0,1,0,0,0,0,19,0,104,0,7,1,0,0,0,6,0,37,0,0,5,0,0,9,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,2,0,0
0,1,12,0,13,0,0,0,1,22,0,3,4,21,17,0,10,11,0,0,0,381,1,14,5,33,31,12,0,7,0,0,0,0,42,0,0,1,3,1,0,13,16,41,3,2,0,0
